WZ_CD,Emp_2011
E33044703,309
E33044704,308
E33044705,281
E33044706,376
E33044707,233
E33044708,461
E33044709,585
E33044710,470
E33044711,268
E33044712,389
E33044713,522
E33039076,207
E33039077,214
E33039078,272
E33044714,399
E33044715,293
E33044716,302
E33044717,328
E33044718,457
E33044719,626
E33044720,832
E33044721,306
E33039079,415
E33044722,305
E33044723,342
E33044724,309
E33044725,339
E33044726,764
E33044727,291
E33044728,290
E33044729,438
E33039113,327
E33039114,385
E33044730,344
E33044731,265
E33044732,409
E33044733,320
E33044734,294
E33044735,267
E33039112,455
E33044736,407
E33044737,389
E33044738,239
E33044739,328
E33044740,456
E33044741,483
E33045388,508
E33045389,478
E33045390,231
E33045391,333
E33045392,294
E33045393,311
E33045394,561
E33045395,375
E33039116,239
E33039117,404
E33039118,343
E33039119,776
E33044742,336
E33044743,275
E33044744,326
E33044745,381
E33039145,285
E33039146,218
E33039147,372
E33039148,328
E33044746,280
E33044747,465
E33044748,461
E33044749,527
E33044750,282
E33044751,438
E33044752,1831
E33044753,525
E33044754,260
E33044755,478
E33044756,270
E33044757,308
E33044758,358
E33039140,262
E33039141,1355
E33039142,279
E33039143,908
E33044759,447
E33044760,420
E33044761,273
E33044762,294
E33044763,357
E33044764,435
E33044765,643
E33044766,575
E33044767,320
E33044768,439
E33044769,378
E33044770,395
E33044771,420
E33044772,530
E33044773,474
E33044774,379
E33044775,309
E33044776,664
E33044777,566
E33039120,216
E33039121,451
E33039122,325
E33039123,534
E33039124,1016
E33039125,624
E33039126,1159
E33039127,411
E33039128,210
E33039129,195
E33039130,400
E33039131,333
E33039132,568
E33039133,394
E33039134,532
E33039135,731
E33039136,285
E33039137,430
E33039138,1376
E33039139,200
E33039144,361
E33044778,793
E33044779,448
E33044780,267
E33044781,447
E33044782,548
E33044783,266
E33044784,713
E33044785,288
E33044786,501
E33044787,318
E33044788,476
E33044789,632
E33044790,296
E33044791,324
E33044792,351
E33044793,376
E33044794,283
E33044795,314
E33044796,331
E33044797,424
E33044798,432
E33044799,332
E33044800,415
E33044801,212
E33044802,289
E33044803,531
E33044804,254
E33044805,323
E33044806,407
E33044807,323
E33044808,453
E33044809,383
E33044810,337
E33044811,249
E33044812,471
E33044813,1545
E33044814,310
E33044815,502
E33044816,649
E33039154,211
E33039157,301
E33039158,302
E33039159,942
E33039165,360
E33044817,365
E33044818,378
E33044819,578
E33044820,870
E33044821,290
E33044822,359
E33044823,316
E33039160,397
E33039161,353
E33039162,676
E33039163,203
E33039164,232
E33044824,305
E33044825,304
E33044826,360
E33044827,314
E33044828,431
E33044829,250
E33039156,737
E33044830,337
E33044831,288
E33044832,619
E33039155,1209
E33044833,583
E33044834,453
E33039149,210
E33039150,359
E33039151,299
E33039152,273
E33039153,336
E33044835,325
E33044836,430
E33044837,374
E33044838,416
E33044839,612
E33039166,544
E33039167,214
E33044840,313
E33044841,240
E33044842,396
E33044843,314
E33044844,250
E33044845,360
E33039172,327
E33044846,294
E33044847,519
E33044848,278
E33044849,452
E33044850,324
E33044851,432
E33044852,402
E33044853,286
E33044854,400
E33044855,299
E33044856,271
E33044857,352
E33044858,365
E33044859,483
E33039173,607
E33044860,332
E33044861,505
E33044862,619
E33044863,380
E33044864,668
E33044865,303
E33044866,534
E33044867,621
E33044868,742
E33044869,353
E33044870,385
E33044871,292
E33044872,442
E33044873,1173
E33044874,552
E33044875,243
E33044876,525
E33039184,705
E33044877,426
E33044878,338
E33044879,501
E33044880,429
E33044881,330
E33044882,284
E33044883,293
E33044884,261
E33044885,566
E33044886,332
E33044887,285
E33044888,301
E33044889,714
E33044890,789
E33044891,256
E33044892,228
E33044893,223
E33044894,591
E33044895,393
E33044896,284
E33039180,519
E33039181,219
E33039182,229
E33039183,661
E33044897,579
E33044898,399
E33044899,496
E33044900,306
E33039168,225
E33039169,288
E33039170,347
E33039171,269
E33044901,526
E33044902,373
E33044903,262
E33044904,306
E33044905,419
E33044906,459
E33039178,842
E33044907,276
E33044908,623
E33044909,409
E33044910,646
E33044911,335
E33044912,463
E33044913,349
E33044914,368
E33044915,279
E33044916,390
E33044917,466
E33044918,711
E33044919,333
E33039174,262
E33039175,405
E33039176,274
E33039177,250
E33039644,1570
E33044920,499
E33044921,518
E33044922,349
E33044923,370
E33044924,812
E33044925,274
E33044926,251
E33044927,342
E33044928,412
E33044929,317
E33044930,295
E33044931,333
E33044932,302
E33039179,509
E33044933,309
E33044934,322
E33044935,441
E33044936,384
E33039221,354
E33039222,216
E33044937,402
E33044938,359
E33044939,259
E33044940,390
E33039235,331
E33044941,316
E33044942,283
E33044943,274
E33044944,311
E33044945,250
E33039225,242
E33039231,329
E33044946,275
E33044947,387
E33044948,289
E33044949,307
E33044950,377
E33044951,266
E33039226,603
E33044952,285
E33044953,514
E33044954,364
E33044955,384
E33044956,234
E33044957,499
E33039229,210
E33039230,329
E33044958,420
E33044959,360
E33044960,352
E33044961,336
E33044962,535
E33044963,458
E33044964,350
E33044965,283
E33039185,324
E33039415,462
E33039416,1528
E33044966,496
E33044967,501
E33044968,526
E33044969,509
E33039223,420
E33039224,359
E33044970,235
E33044971,339
E33044972,237
E33044973,245
E33044974,273
E33044975,416
E33044976,342
E33039186,470
E33039187,800
E33039188,255
E33039189,215
E33039190,235
E33039191,484
E33039192,676
E33044977,285
E33044978,3499
E33044979,227
E33044980,512
E33044981,341
E33044982,345
E33044983,235
E33044984,349
E33044985,284
E33044986,401
E33044987,417
E33044988,1223
E33044989,300
E33044990,572
E33039193,335
E33039194,1278
E33039195,320
E33039196,1111
E33039197,221
E33039198,246
E33039199,301
E33039200,228
E33039201,469
E33039202,410
E33039203,499
E33039204,365
E33039205,520
E33039206,359
E33039207,815
E33039208,348
E33039209,237
E33039210,618
E33039211,992
E33039212,614
E33039213,268
E33039214,241
E33039215,344
E33039218,203
E33044991,305
E33044992,500
E33044993,507
E33044994,346
E33044995,408
E33039219,553
E33044996,674
E33044997,486
E33044998,248
E33044999,332
E33045000,357
E33045001,237
E33045002,341
E33039216,650
E33039217,312
E33039227,393
E33039228,590
E33039233,556
E33045003,243
E33045004,325
E33045005,222
E33045006,465
E33045007,285
E33045008,413
E33045009,320
E33045010,457
E33039220,256
E33039234,290
E33045011,571
E33045012,337
E33045013,357
E33045014,565
E33045015,329
E33045016,278
E33045017,335
E33045018,347
E33039232,725
E33045019,265
E33045020,367
E33045021,486
E33045022,380
E33045023,553
E33045024,451
E33045025,397
E33039237,343
E33039238,444
E33039239,330
E33039240,495
E33039241,3720
E33039242,461
E33039243,1074
E33039244,3294
E33039245,332
E33039246,242
E33039247,702
E33039248,6804
E33039249,403
E33039250,499
E33039251,1689
E33045026,315
E33045027,292
E33045028,613
E33039286,1032
E33039287,334
E33045029,261
E33045030,430
E33045031,505
E33039297,594
E33045032,748
E33045033,306
E33045034,280
E33045035,216
E33045036,399
E33039252,1020
E33039253,618
E33039254,593
E33039255,3995
E33039256,327
E33039257,373
E33039258,185
E33039259,335
E33039260,441
E33039261,229
E33039262,1953
E33039263,1203
E33039264,636
E33039265,381
E33039266,851
E33039267,264
E33039268,246
E33039269,1186
E33039270,786
E33039271,534
E33039272,722
E33039273,288
E33039274,455
E33039275,624
E33039276,429
E33039277,345
E33039278,786
E33039279,633
E33039280,391
E33039281,278
E33039282,338
E33039283,915
E33039284,826
E33039285,900
E33039288,1718
E33039518,327
E33039519,313
E33039520,388
E33039521,417
E33039522,504
E33039523,1664
E33039524,221
E33039525,761
E33045037,534
E33045038,839
E33045039,695
E33045040,242
E33045041,373
E33045042,305
E33039289,272
E33039290,319
E33039291,253
E33039292,556
E33039293,320
E33039294,209
E33045043,1186
E33045044,316
E33045045,346
E33045046,786
E33045047,420
E33045048,342
E33045049,295
E33045050,536
E33045051,299
E33039296,797
E33045052,293
E33045053,1275
E33045054,327
E33045055,286
E33045056,382
E33045057,541
E33045058,646
E33045059,537
E33045060,484
E33045061,357
E33045062,352
E33045063,454
E33045064,489
E33045065,716
E33039295,479
E33045066,360
E33045067,588
E33045068,298
E33045069,287
E33045070,680
E33039236,738
E33045071,579
E33045072,426
E33039334,530
E33045073,514
E33045074,477
E33045075,359
E33045076,498
E33045077,350
E33039316,1187
E33045078,306
E33045079,371
E33045080,1263
E33045081,512
E33045082,469
E33039300,735
E33039326,334
E33039327,287
E33045083,264
E33045084,264
E33045085,563
E33045086,251
E33045087,304
E33039331,541
E33039332,437
E33039333,374
E33045088,377
E33045089,515
E33045090,335
E33045091,618
E33045092,342
E33039325,259
E33045093,357
E33045094,709
E33045095,279
E33045096,299
E33045097,273
E33045098,530
E33039304,369
E33039305,472
E33039306,229
E33039307,221
E33039308,226
E33039309,265
E33039310,277
E33039311,263
E33039312,758
E33039313,204
E33039314,573
E33039315,349
E33039317,758
E33039318,316
E33039319,1191
E33039320,1076
E33039321,684
E33039322,439
E33039323,215
E33039324,295
E33045099,771
E33045100,394
E33045101,298
E33045102,583
E33045103,467
E33045104,346
E33045105,805
E33045106,257
E33045107,452
E33045108,523
E33045109,235
E33045110,471
E33045111,453
E33045112,517
E33045113,294
E33045114,411
E33045115,522
E33045116,1023
E33045117,415
E33039298,341
E33045118,460
E33045119,322
E33045120,1006
E33045121,326
E33045122,285
E33045123,519
E33045124,342
E33045125,469
E33039302,285
E33039303,247
E33045126,383
E33045127,300
E33045128,231
E33045129,337
E33045130,725
E33039328,370
E33045131,484
E33045132,375
E33045133,313
E33045134,306
E33039329,408
E33039330,321
E33045135,310
E33045136,267
E33045137,309
E33045138,380
E33045139,235
E33045140,518
E33045141,554
E33045142,299
E33045143,575
E33045144,371
E33045145,504
E33045146,642
E33045147,514
E33045148,834
E33039301,286
E33045149,484
E33045150,618
E33045151,581
E33045152,344
E33045153,245
E33045154,272
E33045155,322
E33045156,336
E33045157,273
E33039299,253
E33045158,336
E33045159,541
E33045160,244
E33045161,367
E33045162,379
E33045163,326
E33039348,1228
E33039353,324
E33039354,859
E33039355,268
E33039356,113
E33039357,331
E33039358,249
E33039359,222
E33045164,278
E33045165,617
E33045166,464
E33045167,561
E33045168,601
E33045169,321
E33045170,365
E33045171,268
E33045172,501
E33045173,521
E33039347,600
E33045174,279
E33045175,307
E33045176,429
E33045177,746
E33045178,462
E33045179,474
E33045180,284
E33045181,513
E33039349,576
E33039350,192
E33039351,698
E33039352,224
E33045182,419
E33045183,306
E33045184,567
E33045185,487
E33045186,322
E33045187,300
E33045188,208
E33045189,317
E33045190,304
E33039367,274
E33039368,223
E33045191,660
E33045192,394
E33045193,303
E33045194,266
E33045195,263
E33045196,301
E33045197,352
E33039335,234
E33045198,304
E33045199,259
E33045200,373
E33045201,311
E33045202,279
E33045203,281
E33045204,527
E33045205,291
E33045206,405
E33045207,503
E33045208,250
E33045209,309
E33045210,964
E33045211,272
E33039361,509
E33039362,1006
E33039363,321
E33039364,212
E33039365,656
E33039366,499
E33039526,306
E33045212,625
E33045213,652
E33045214,270
E33045215,566
E33045216,802
E33045217,659
E33045218,304
E33045219,832
E33045220,579
E33045221,365
E33045222,385
E33045223,290
E33045224,403
E33039360,1774
E33045225,495
E33045226,332
E33045227,573
E33045228,513
E33045229,240
E33045230,328
E33045231,402
E33039341,274
E33039342,1006
E33045232,336
E33045233,664
E33045234,347
E33045235,465
E33045236,645
E33045237,478
E33039337,350
E33039338,289
E33039339,707
E33039340,378
E33045238,322
E33045239,283
E33045240,282
E33045241,401
E33045242,1112
E33045243,370
E33045244,1004
E33045245,393
E33039343,584
E33039344,541
E33039345,296
E33039346,449
E33045246,472
E33045247,302
E33045248,815
E33039336,451
E33039369,209
E33045249,341
E33045250,503
E33045251,494
E33045252,738
E33045253,347
E33045254,745
E33045255,551
E33045256,418
E33045257,349
E33045258,280
E33045259,307
E33045260,310
E33045261,281
E33045262,255
E33039404,246
E33039405,510
E33045263,306
E33045264,311
E33045265,262
E33045266,463
E33045267,292
E33045268,270
E33045269,288
E33045270,304
E33045271,422
E33039400,1026
E33045272,286
E33045273,245
E33045274,357
E33045275,293
E33045276,821
E33039403,820
E33045277,513
E33045278,376
E33045279,802
E33039370,818
E33045280,319
E33045281,309
E33045282,484
E33045283,439
E33045284,1583
E33045285,431
E33039401,1105
E33039402,230
E33045286,467
E33045287,1106
E33039373,606
E33045288,431
E33045289,279
E33045290,326
E33045291,277
E33045292,701
E33045293,298
E33039389,425
E33039396,291
E33039397,274
E33045294,279
E33045295,393
E33045296,364
E33045297,291
E33045298,319
E33039371,405
E33039372,617
E33045299,462
E33045300,381
E33045301,419
E33045302,771
E33039374,232
E33045303,281
E33045304,275
E33045305,261
E33045306,301
E33045307,260
E33045308,494
E33045309,465
E33045310,400
E33039375,716
E33039376,373
E33039377,254
E33039378,199
E33039379,245
E33039380,241
E33039381,294
E33039382,466
E33039383,343
E33039384,309
E33039385,656
E33039386,393
E33039387,316
E33039388,288
E33039390,361
E33039391,766
E33039392,3460
E33039393,206
E33039394,622
E33039395,687
E33039406,868
E33045311,474
E33045312,701
E33045313,555
E33045314,517
E33045315,615
E33045316,497
E33045317,625
E33045318,352
E33045319,290
E33045320,275
E33045321,339
E33039398,699
E33039399,1269
E33045322,280
E33045323,307
E33045324,357
E33045325,227
E33045326,249
E33045327,344
E33045328,298
E33045483,299
E33045484,309
E33045485,334
E33045486,540
E33047178,317
E33047179,710
E33045487,223
E33045488,924
E33047180,313
E33047181,472
E33045481,542
E33045482,637
E33047182,508
E33047183,451
E33047184,418
E33047185,371
E33047186,532
E33047187,295
E33047188,336
E33047189,409
E33047190,281
E33047191,246
E33047192,380
E33047193,514
E33045440,213
E33045441,226
E33045442,213
E33045443,350
E33045444,236
E33045445,257
E33045446,210
E33045447,235
E33045448,520
E33045449,346
E33045450,266
E33045451,299
E33045452,385
E33045453,241
E33045454,252
E33045455,566
E33045456,250
E33045457,256
E33045458,523
E33045459,469
E33045460,402
E33045461,232
E33045462,324
E33045463,344
E33045464,845
E33045465,233
E33045466,225
E33045467,327
E33045468,710
E33045469,364
E33045470,481
E33045471,355
E33045472,288
E33045473,373
E33045474,232
E33045475,893
E33045476,594
E33045477,314
E33045497,2119
E33045498,243
E33045499,310
E33047194,370
E33047195,425
E33047196,568
E33047197,279
E33047198,452
E33047199,339
E33047200,303
E33047201,254
E33047202,220
E33045506,4456
E33045507,661
E33047203,295
E33047204,493
E33047205,863
E33047206,412
E33045489,801
E33045490,274
E33045491,263
E33045492,259
E33045493,321
E33045494,375
E33045495,344
E33045496,687
E33047207,405
E33047208,282
E33047209,624
E33047210,567
E33047211,442
E33047212,375
E33047213,486
E33047214,460
E33047215,318
E33047216,269
E33047217,326
E33047218,273
E33047219,317
E33047220,342
E33045510,648
E33047221,474
E33047222,536
E33047223,289
E33045479,560
E33045515,2073
E33045516,404
E33045517,790
E33045518,231
E33045519,250
E33046985,1646
E33046986,1576
E33047224,298
E33047225,254
E33047226,287
E33047227,718
E33047228,391
E33047229,320
E33047230,224
E33047231,310
E33047232,249
E33047233,302
E33047234,283
E33047235,313
E33047236,433
E33047237,395
E33047238,228
E33047239,302
E33047240,281
E33047241,717
E33045509,224
E33047242,429
E33047243,483
E33047244,276
E33047245,282
E33047246,283
E33047247,235
E33047248,253
E33047249,299
E33045500,348
E33045501,909
E33047250,363
E33047251,281
E33047252,282
E33045480,1075
E33047253,255
E33047254,554
E33047255,295
E33047256,339
E33047257,271
E33047258,283
E33047259,359
E33047260,288
E33047261,310
E33047262,279
E33047263,387
E33047264,271
E33047265,509
E33047266,370
E33047267,456
E33047268,320
E33047269,234
E33047270,322
E33047271,399
E33047272,251
E33047273,399
E33045478,926
E33047274,438
E33047275,335
E33047276,382
E33047277,400
E33047278,436
E33045508,694
E33047279,385
E33047280,675
E33047281,393
E33047282,287
E33047283,327
E33047284,424
E33047285,444
E33047286,673
E33047287,265
E33045502,461
E33045503,261
E33045504,294
E33045505,317
E33047288,320
E33047289,481
E33047290,532
E33045511,1138
E33045512,654
E33045513,246
E33045514,649
E33047291,438
E33047292,357
E33047293,481
E33047294,281
E33047295,430
E33048066,367
E33048067,339
E33048068,480
E33048069,871
E33048070,1423
E33048071,389
E33048072,331
E33048073,478
E33048074,317
E33048075,502
E33048076,401
E33048077,387
E33048078,503
E33045898,218
E33045899,485
E33048079,367
E33048080,274
E33048081,372
E33048082,446
E33048083,325
E33048084,387
E33048085,485
E33048086,324
E33048087,314
E33048088,326
E33048089,415
E33048090,603
E33045900,741
E33045901,557
E33045902,387
E33045903,1406
E33048091,318
E33048092,508
E33048093,478
E33045909,213
E33045910,219
E33045911,325
E33045912,220
E33045913,536
E33048094,289
E33048095,294
E33048096,373
E33048097,307
E33048098,297
E33048099,278
E33048100,376
E33048101,293
E33048102,530
E33048103,586
E33048104,268
E33047048,1292
E33048105,392
E33048106,4495
E33048107,389
E33048108,729
E33048109,3628
E33048110,549
E33048111,304
E33048112,369
E33048113,298
E33048114,411
E33048115,246
E33048116,281
E33048117,282
E33048118,432
E33048119,310
E33048120,452
E33048121,312
E33048122,347
E33048123,304
E33048124,298
E33048125,332
E33048126,388
E33045896,307
E33048127,313
E33048128,322
E33048129,469
E33048130,362
E33048131,375
E33048132,407
E33048133,262
E33048134,336
E33048135,350
E33048136,405
E33048137,511
E33045868,247
E33045869,240
E33045870,241
E33045871,326
E33045872,321
E33045873,252
E33045874,455
E33045875,267
E33045883,244
E33045884,226
E33045885,225
E33045886,211
E33045887,403
E33045888,220
E33045889,411
E33045890,247
E33045891,670
E33045892,244
E33047049,480
E33047050,1509
E33048138,238
E33048139,263
E33048140,316
E33048141,701
E33048142,381
E33048143,415
E33048144,715
E33048145,286
E33048146,231
E33048147,545
E33048148,976
E33048149,1388
E33048150,360
E33048151,351
E33048152,303
E33048153,381
E33048154,508
E33048155,311
E33047051,221
E33047052,507
E33048156,238
E33048157,753
E33048158,370
E33048159,258
E33048160,319
E33048161,442
E33048162,475
E33048163,261
E33048164,459
E33048165,245
E33048166,336
E33048167,305
E33048168,511
E33045876,479
E33045877,212
E33045878,275
E33045879,395
E33045880,568
E33045881,407
E33045882,1526
E33045893,299
E33045894,393
E33045895,603
E33045897,786
E33047053,395
E33047054,612
E33048169,325
E33048170,351
E33048171,415
E33048172,326
E33048173,370
E33048174,497
E33048175,425
E33048176,240
E33048177,497
E33045907,365
E33045908,306
E33050839,346
E33050840,425
E33050841,292
E33050842,255
E33050843,324
E33050844,565
E33045904,487
E33045905,669
E33045906,274
E33050845,305
E33050846,258
E33050847,273
E33050848,331
E33050849,275
E33047296,364
E33047297,322
E33047298,227
E33047299,343
E33047300,492
E33047301,417
E33047302,350
E33047303,393
E33047304,327
E33047305,371
E33047306,785
E33047307,238
E33045535,458
E33045536,268
E33045537,594
E33045538,478
E33045539,211
E33045540,236
E33045541,551
E33045542,888
E33045543,591
E33047308,346
E33047309,361
E33047310,357
E33047311,313
E33047312,269
E33047313,5096
E33047314,263
E33047315,482
E33047316,283
E33047317,327
E33047318,411
E33047319,557
E33047320,296
E33047321,475
E33047322,319
E33047323,435
E33047324,655
E33047325,328
E33047326,448
E33047327,442
E33047328,360
E33045521,208
E33045522,784
E33045523,544
E33045524,537
E33045525,457
E33045526,591
E33045527,253
E33045528,386
E33045529,861
E33045530,386
E33045531,246
E33045532,646
E33045533,291
E33045534,282
E33047329,448
E33047330,274
E33047331,325
E33047332,444
E33047333,285
E33047334,576
E33047335,309
E33047336,318
E33047337,283
E33047338,273
E33047339,409
E33047340,274
E33047341,347
E33047342,331
E33047343,214
E33047344,278
E33047345,307
E33047346,469
E33047347,307
E33047348,343
E33047349,361
E33047350,252
E33045590,275
E33045591,1170
E33045592,297
E33047171,365
E33047172,824
E33047351,270
E33047352,307
E33047353,480
E33047354,343
E33047355,624
E33045622,257
E33045623,1351
E33047356,701
E33047357,272
E33047358,499
E33047359,425
E33047360,288
E33047361,1406
E33047362,379
E33047363,422
E33047364,220
E33047365,461
E33045546,216
E33045547,605
E33047366,178
E33047367,428
E33047368,467
E33047369,450
E33047370,301
E33047371,901
E33047372,274
E33047373,303
E33047374,647
E33047375,313
E33047376,267
E33047377,561
E33047378,630
E33047379,603
E33047380,524
E33047381,403
E33047382,284
E33047383,477
E33047384,303
E33047385,361
E33045520,514
E33047386,472
E33047387,276
E33047388,309
E33047389,259
E33047390,399
E33047391,390
E33047392,646
E33045596,322
E33045597,322
E33047393,411
E33047394,228
E33047395,469
E33047396,375
E33047397,602
E33047398,512
E33045587,415
E33047399,273
E33047400,283
E33047401,323
E33047402,637
E33047403,428
E33047404,234
E33047405,235
E33047406,231
E33047407,374
E33047086,517
E33047087,558
E33047088,435
E33047093,528
E33047094,476
E33047176,361
E33047177,695
E33047408,307
E33047409,253
E33047410,487
E33047411,467
E33047412,278
E33047413,370
E33047414,375
E33047415,309
E33047416,290
E33047417,349
E33047077,137
E33047106,238
E33047107,1643
E33047108,775
E33047109,304
E33047110,845
E33047111,533
E33047112,209
E33047113,1907
E33047418,435
E33047419,394
E33047420,298
E33047421,343
E33047422,344
E33045585,696
E33045586,318
E33047423,462
E33047424,461
E33047425,583
E33047426,501
E33047427,558
E33047428,295
E33047429,350
E33047430,338
E33047431,298
E33047432,309
E33047433,356
E33047434,315
E33047435,585
E33047436,326
E33047437,327
E33047438,427
E33047439,558
E33047440,348
E33047441,308
E33047442,252
E33047443,411
E33047444,539
E33047445,241
E33047446,261
E33047447,305
E33047448,290
E33045583,230
E33045584,479
E33047119,406
E33047449,297
E33047450,361
E33047451,292
E33047452,285
E33047453,690
E33047454,302
E33047455,517
E33047456,398
E33045559,948
E33045560,294
E33045561,322
E33045562,303
E33045563,212
E33045564,482
E33045565,304
E33045566,337
E33045567,342
E33045568,397
E33045569,277
E33045570,321
E33045571,633
E33045572,369
E33045573,1465
E33045574,337
E33045575,415
E33045576,286
E33045577,226
E33045578,381
E33045579,231
E33045580,477
E33045581,355
E33045582,450
E33047078,467
E33047079,214
E33047080,225
E33047081,699
E33047082,1582
E33047083,1622
E33047084,389
E33047085,533
E33047089,917
E33047090,284
E33047091,604
E33047092,329
E33047096,247
E33047097,461
E33047098,282
E33047118,712
E33047130,232
E33047131,260
E33047132,287
E33047133,461
E33047134,538
E33047135,372
E33047136,650
E33047137,336
E33047138,257
E33047139,257
E33047140,668
E33047141,374
E33047142,511
E33047143,773
E33047144,370
E33047145,592
E33047146,602
E33047147,526
E33047148,242
E33047149,287
E33047150,243
E33047151,204
E33047152,589
E33047153,358
E33047154,467
E33047156,237
E33047157,561
E33047158,210
E33047159,482
E33047160,2707
E33047161,1118
E33047162,816
E33047163,795
E33047173,529
E33047174,411
E33047175,295
E33047457,600
E33047458,956
E33047459,484
E33047460,699
E33047461,237
E33047462,1588
E33047463,4843
E33047464,1232
E33047465,728
E33047466,299
E33047467,479
E33047468,451
E33047469,289
E33047470,345
E33047471,292
E33047472,306
E33047473,354
E33045558,812
E33047474,283
E33047475,388
E33047476,535
E33047477,821
E33047478,344
E33047479,739
E33047480,343
E33047481,274
E33047482,324
E33047483,712
E33047484,560
E33047485,324
E33047486,784
E33047487,323
E33047488,251
E33047489,337
E33047490,325
E33047491,693
E33045550,254
E33045551,302
E33045552,507
E33045553,235
E33045554,589
E33045555,930
E33047492,415
E33047493,376
E33047494,278
E33045624,618
E33047121,521
E33047122,241
E33047123,361
E33047124,447
E33047125,420
E33047155,266
E33047495,246
E33047496,273
E33047497,280
E33047498,657
E33047499,304
E33047500,586
E33047501,310
E33047502,351
E33047503,275
E33047504,367
E33047505,329
E33047506,321
E33045544,937
E33045545,1085
E33047507,310
E33047508,288
E33047509,488
E33047510,630
E33047511,311
E33045598,599
E33047512,296
E33047513,295
E33047514,309
E33047515,356
E33047516,315
E33045556,735
E33045557,584
E33047517,617
E33047518,266
E33047519,616
E33047520,594
E33047521,362
E33047522,297
E33047523,588
E33045589,804
E33047524,378
E33047525,591
E33047526,460
E33047527,349
E33045548,725
E33045549,693
E33047528,327
E33047529,467
E33047530,508
E33047531,256
E33045594,267
E33047532,656
E33047533,473
E33047534,349
E33047535,548
E33047536,486
E33045593,967
E33047537,383
E33047538,433
E33047539,504
E33047540,376
E33047541,344
E33047542,352
E33047543,299
E33047544,448
E33047545,290
E33047546,733
E33047547,639
E33045595,645
E33047548,735
E33047549,326
E33045625,360
E33045626,603
E33045627,815
E33047550,571
E33047551,337
E33045601,209
E33045602,834
E33045603,324
E33045604,3150
E33045605,482
E33045606,987
E33045607,844
E33045608,332
E33045609,281
E33045620,1604
E33045621,244
E33047095,817
E33047099,1136
E33047100,791
E33047101,340
E33047102,391
E33047103,786
E33047104,289
E33047105,788
E33047114,239
E33047115,627
E33047116,1056
E33047117,695
E33047120,597
E33047126,174
E33047127,596
E33047128,208
E33047129,416
E33047164,517
E33047165,573
E33047166,319
E33047167,521
E33047168,325
E33047169,312
E33047170,846
E33050850,479
E33050851,450
E33050852,973
E33050853,460
E33050854,368
E33050855,493
E33050856,598
E33045588,478
E33045617,202
E33045618,641
E33045619,423
E33050857,414
E33050858,347
E33050859,283
E33045599,582
E33045600,409
E33045610,402
E33045611,393
E33045612,260
E33045613,828
E33045614,327
E33045615,239
E33045616,355
E33050860,475
E33050861,712
E33050862,270
E33050863,262
E33050864,280
E33050865,417
E33050866,301
E33050867,316
E33050868,443
E33048356,366
E33048357,390
E33048358,250
E33048359,513
E33048360,313
E33048361,308
E33048362,274
E33048363,540
E33048364,299
E33046049,1212
E33046050,344
E33048365,702
E33048366,537
E33048367,559
E33048368,631
E33046051,466
E33046052,227
E33046056,340
E33048369,235
E33048370,793
E33048371,502
E33048372,614
E33048373,487
E33048374,282
E33046053,203
E33046054,399
E33046055,350
E33048375,572
E33048376,361
E33048377,688
E33048378,423
E33047069,451
E33047070,230
E33047071,812
E33047072,265
E33048379,431
E33048380,537
E33048381,292
E33048382,370
E33048383,281
E33048384,299
E33048385,253
E33048386,277
E33048387,243
E33048388,573
E33048389,396
E33046057,218
E33046058,554
E33048390,371
E33048391,315
E33048392,543
E33048393,329
E33048394,592
E33048395,274
E33048396,292
E33048397,367
E33048398,233
E33048399,275
E33048400,366
E33048401,383
E33048402,252
E33048403,524
E33048404,375
E33046059,1369
E33048405,330
E33048406,280
E33048407,640
E33048408,519
E33048409,278
E33048410,299
E33048411,382
E33048412,237
E33048413,216
E33048414,623
E33048415,321
E33048416,348
E33048417,378
E33048418,567
E33048419,273
E33048420,291
E33048421,334
E33048422,634
E33048423,492
E33048424,497
E33048425,376
E33048426,315
E33048427,469
E33048428,276
E33048429,486
E33048430,656
E33048431,334
E33048432,308
E33048433,371
E33048434,530
E33046082,1445
E33046085,1038
E33046086,639
E33047055,661
E33047056,4575
E33048435,253
E33048436,312
E33048437,232
E33048438,377
E33048439,323
E33048440,636
E33046064,278
E33046065,223
E33046066,242
E33046067,280
E33046068,203
E33046069,2827
E33046070,313
E33046071,415
E33046072,399
E33046073,429
E33046074,381
E33046075,205
E33046076,228
E33046077,480
E33046078,511
E33046079,290
E33046080,302
E33047058,533
E33047059,544
E33047060,244
E33047061,340
E33047062,223
E33047063,188
E33047064,306
E33047065,398
E33047066,219
E33047067,738
E33048441,295
E33048442,243
E33048443,304
E33048444,369
E33048445,247
E33048446,319
E33048447,484
E33048448,500
E33048449,361
E33048450,377
E33048451,541
E33048452,216
E33048453,701
E33048454,283
E33048455,373
E33048456,576
E33048457,331
E33048458,400
E33048459,536
E33048460,254
E33048461,285
E33048462,376
E33048463,349
E33046083,822
E33048464,287
E33048465,349
E33048466,492
E33048467,460
E33048468,388
E33048469,342
E33046084,396
E33048470,278
E33048471,256
E33048472,560
E33048473,361
E33048474,238
E33048475,419
E33046060,246
E33046061,208
E33046062,232
E33046063,401
E33048476,324
E33048477,238
E33048478,434
E33048479,1098
E33048480,244
E33048481,805
E33046081,826
E33048482,322
