WZ_CD,Emp_2011,Empl_SIC_A,Empl_SIC_B,Empl_SIC_C,Empl_SIC_D,Empl_SIC_E,Empl_SIC_F,Empl_SIC_G,Empl_SIC_H,Empl_SIC_I,Empl_SIC_J,Empl_SIC_K,Empl_SIC_L,Empl_SIC_M,Empl_SIC_N,Empl_SIC_O,Empl_SIC_P,Empl_SIC_Q,Empl_SIC_RS,Empl_SIC_T,Empl_SIC_U
E33035004,284,0,0,12,2,0,36,26,6,15,37,8,5,34,23,4,18,34,19,5,0
E33035005,472,0,0,12,0,0,28,14,3,20,18,15,5,22,8,3,287,20,17,0,0
E33035006,405,0,0,11,0,1,30,9,5,15,31,9,1,30,9,6,179,48,21,0,0
E33035007,450,0,0,15,0,0,27,29,1,68,37,56,2,32,14,2,20,51,96,0,0
E33035008,425,0,0,20,4,0,56,54,13,14,42,24,5,62,23,5,33,22,45,3,0
E33035009,501,1,0,56,0,71,55,74,17,14,37,7,4,31,73,9,10,22,19,1,0
E33035010,412,0,0,6,1,0,32,18,2,39,54,28,17,81,18,2,14,55,45,0,0
E33035011,244,0,1,5,0,0,14,15,1,60,12,10,0,9,7,1,83,7,19,0,0
E33035012,606,0,2,13,1,0,48,43,7,26,57,15,8,66,24,55,29,144,68,0,0
E33035013,452,0,0,25,0,5,30,81,5,68,49,13,24,61,26,2,19,17,25,2,0
E33035014,341,1,0,20,1,1,64,27,23,21,28,7,4,22,29,4,23,40,22,3,1
E33035015,481,1,1,13,0,6,47,34,17,24,20,8,3,11,29,5,228,24,9,1,0
E33035016,609,0,0,12,0,0,48,61,19,14,24,13,5,67,19,13,152,128,33,1,0
E33035017,308,1,1,6,3,0,12,15,4,4,22,2,5,52,15,3,9,143,11,0,0
E33035018,450,0,0,47,0,0,40,44,15,34,24,6,18,44,52,12,46,53,14,0,1
E33035019,362,0,0,5,0,0,18,27,14,5,46,11,0,71,13,1,21,106,22,2,0
E33035020,761,0,2,13,1,1,48,56,120,21,33,78,5,76,21,34,38,129,83,2,0
E33035021,264,0,0,4,0,0,10,11,24,9,17,8,1,21,4,4,83,56,12,0,0
E33035022,328,0,1,20,3,2,49,17,6,4,25,11,4,37,18,5,88,19,19,0,0
E33035023,278,0,0,3,0,0,29,21,12,6,16,3,11,26,16,6,71,39,18,1,0
E33035024,327,1,0,21,2,2,103,31,18,2,12,4,2,21,13,7,18,49,21,0,0
E33035025,298,0,0,12,0,1,35,22,8,2,29,15,4,24,17,6,82,22,19,0,0
E33035026,432,0,0,5,0,0,21,9,3,11,11,8,3,12,22,4,122,7,192,2,0
E33035027,459,0,2,7,0,9,90,25,50,16,25,25,14,54,39,4,22,36,39,2,0
E33035028,364,0,1,8,2,1,73,30,18,6,36,10,7,28,13,0,49,61,21,0,0
E33035029,357,0,1,8,4,0,55,47,19,14,19,13,4,32,23,5,26,63,17,7,0
E33035030,314,0,0,4,1,0,27,28,4,9,16,12,0,26,14,9,96,53,12,2,1
E33035031,390,0,1,21,0,1,100,46,11,17,44,10,8,44,22,5,21,20,17,0,2
E33035032,417,0,0,23,0,1,52,81,7,8,20,4,3,21,21,5,108,25,37,1,0
E33035033,330,0,0,6,0,0,11,19,3,15,28,9,4,24,17,1,72,109,9,3,0
E33035034,393,0,0,17,0,0,30,33,4,16,16,7,4,33,18,24,123,57,11,0,0
E33035035,645,0,1,24,0,0,44,54,5,16,8,19,0,11,19,10,36,380,17,1,0
E33035036,313,0,0,10,0,1,51,39,14,3,8,6,1,7,41,4,75,11,39,2,1
E33035037,512,0,0,9,2,0,27,114,16,22,66,9,2,27,52,150,3,9,4,0,0
E33035038,624,0,0,15,3,1,49,112,171,43,39,22,11,28,41,8,9,23,47,1,1
E33035039,597,0,0,86,6,6,121,109,32,7,56,6,9,14,28,8,21,69,19,0,0
E33035040,383,1,0,13,2,1,38,18,11,13,9,5,2,9,22,11,155,52,21,0,0
E33035041,689,0,0,58,2,3,126,213,57,27,55,12,21,27,37,4,13,12,20,2,0
E33035042,532,0,0,5,0,0,41,73,9,26,8,300,5,13,9,2,5,15,20,1,0
E33035043,368,1,0,7,0,0,49,90,66,20,6,11,15,8,15,5,19,13,42,1,0
E33035044,591,1,0,10,0,1,48,78,15,36,13,5,0,17,17,5,212,20,110,2,1
E33035045,383,1,1,10,7,1,96,38,14,12,20,6,3,26,38,8,56,28,14,3,1
E33035046,733,0,1,253,3,4,80,221,21,8,27,4,1,32,27,7,5,9,29,1,0
E33035047,341,0,0,7,2,0,68,24,10,5,10,2,1,18,33,24,25,98,10,4,0
E33035048,324,0,1,10,1,0,72,40,16,9,12,5,4,18,24,2,48,43,17,1,1
E33035049,316,0,0,7,1,2,62,14,32,11,8,1,0,14,17,12,101,22,11,1,0
E33035050,344,0,0,10,0,1,46,53,13,7,20,7,5,19,13,10,19,89,32,0,0
E33035051,1609,8,0,277,2,7,173,408,30,53,121,17,6,185,104,7,43,23,144,0,1
E33030356,422,0,0,1,0,3,5,15,2,288,3,3,3,6,21,5,10,41,16,0,0
E33030357,433,0,0,1,0,0,2,12,15,120,2,6,1,5,108,8,4,28,121,0,0
E33030358,8282,1,2,32,2,2,18,93,30,121,44,78,11,1032,163,61,240,6296,54,1,1
E33030359,538,0,0,12,1,0,15,48,33,62,31,4,10,61,59,123,10,39,30,0,0
E33030360,594,0,0,6,0,1,8,37,4,16,15,15,0,32,25,104,15,300,14,0,2
E33030361,1466,2,0,22,1,2,73,232,813,180,29,14,3,11,38,10,9,17,10,0,0
E33030362,857,1,1,16,0,5,385,27,10,41,7,7,1,61,110,146,3,19,17,0,0
E33030363,336,0,2,2,2,0,4,51,174,54,5,1,0,5,8,7,5,11,4,0,1
E33030364,212,0,0,2,0,0,18,18,3,26,2,1,1,67,3,3,2,50,15,1,0
E33030365,541,0,12,14,10,2,11,41,5,260,14,22,0,13,32,4,3,5,93,0,0
E33030366,857,0,0,3,0,1,19,24,5,161,111,10,2,8,55,51,22,14,369,1,1
E33030367,2280,1,1,12,1,4,406,67,25,43,359,60,50,669,303,14,39,107,118,0,1
E33030368,1141,0,0,6,4,0,52,65,11,26,44,24,6,171,52,470,24,60,126,0,0
E33030369,236,0,0,1,0,0,3,10,2,40,6,1,0,5,2,21,5,19,120,1,0
E33030370,1334,1,0,5,0,1,110,26,5,10,4,6,1,429,29,686,7,7,7,0,0
E33030371,369,0,0,6,0,0,6,26,0,4,94,3,1,11,6,53,4,7,148,0,0
E33030372,804,0,0,7,0,1,4,27,6,27,17,12,4,23,11,198,307,120,40,0,0
E33030373,877,1,1,7,0,0,35,23,9,85,113,18,9,126,254,14,35,81,65,0,1
E33030374,324,0,0,6,0,2,21,8,19,42,18,41,19,71,7,11,12,23,24,0,0
E33030375,603,0,0,6,0,1,11,72,7,25,49,9,16,159,182,3,30,10,23,0,0
E33030376,446,0,0,2,0,1,34,15,12,9,6,1,96,17,56,170,6,12,7,1,1
E33030377,975,0,0,10,0,17,42,76,43,33,34,10,18,29,67,388,55,122,30,1,0
E33030378,687,0,0,5,0,0,19,22,9,157,64,12,2,74,26,7,221,20,48,1,0
E33030379,236,1,0,1,0,0,11,34,11,109,7,1,7,8,11,1,10,2,22,0,0
E33030380,461,0,0,14,0,0,29,52,5,100,33,27,0,105,14,2,20,13,46,1,0
E33030381,494,0,0,4,0,0,4,64,28,95,12,7,16,52,61,4,21,32,93,0,1
E33030382,233,0,0,4,0,0,2,55,4,21,4,47,6,41,11,8,6,9,15,0,0
E33030383,1214,0,0,2,1,0,26,16,5,9,11,7,3,15,15,737,31,282,53,1,0
E33030384,341,1,0,12,0,4,5,153,16,60,12,9,0,18,11,2,3,7,28,0,0
E33030385,230,0,0,0,0,0,2,77,0,33,47,15,0,3,7,3,6,6,31,0,0
E33030386,357,0,0,6,0,0,4,157,116,14,3,1,0,7,10,12,3,9,14,1,0
E33030387,520,0,0,2,0,16,25,4,29,15,12,5,27,25,27,108,18,183,24,0,0
E33030388,552,0,0,2,0,1,4,69,8,44,2,22,2,16,29,173,5,62,112,0,1
E33030389,8095,3,0,54,87,13,64,145,37,191,41,32,6,106,148,60,228,6825,52,0,3
E33030390,706,0,1,134,0,4,40,66,272,21,13,4,2,27,22,6,5,68,19,2,0
E33030391,322,0,0,70,0,1,54,32,12,38,15,5,12,33,7,3,5,20,15,0,0
E33030392,210,0,0,2,0,0,3,30,13,12,33,6,6,4,10,8,14,63,6,0,0
E33030393,784,0,1,11,0,0,9,18,6,29,14,5,1,10,11,594,10,53,12,0,0
E33030394,329,0,0,9,69,1,21,5,3,22,7,2,2,19,20,0,10,6,131,1,1
E33030395,755,2,0,14,1,2,88,109,8,14,8,11,12,32,381,17,11,7,38,0,0
E33030396,279,0,0,3,0,0,3,4,5,3,62,3,2,148,3,2,3,13,25,0,0
E33030397,422,0,0,21,1,1,10,40,0,7,10,2,1,49,7,227,1,21,24,0,0
E33030398,538,0,0,5,0,1,31,224,91,20,3,53,6,33,14,5,6,32,12,2,0
E33030399,327,0,0,5,1,0,29,35,6,48,4,6,14,10,16,94,14,20,18,7,0
E33030400,288,0,0,2,0,0,9,168,5,9,1,2,0,23,4,4,5,53,3,0,0
E33030401,1063,0,0,14,5,0,15,246,13,59,92,9,30,106,62,75,63,237,37,0,0
E33031741,335,0,2,20,1,0,8,207,2,15,43,6,0,6,4,5,5,3,8,0,0
E33031742,923,1,0,8,0,1,9,40,20,8,597,5,3,82,81,10,6,23,29,0,0
E33031743,952,1,0,13,0,0,17,15,4,50,58,9,7,116,19,5,562,18,58,0,0
E33031744,4539,0,2,34,2,2,37,55,48,113,3093,21,6,276,65,16,17,88,664,0,0
E33031745,213,0,0,3,1,0,30,10,114,5,4,2,0,13,9,3,1,3,15,0,0
E33031746,330,0,0,2,0,14,4,16,3,14,7,6,11,29,27,172,1,11,13,0,0
E33035052,299,0,0,6,2,1,22,30,14,13,15,3,14,20,26,32,46,34,18,3,0
E33035053,407,0,1,4,0,1,21,61,2,16,23,12,10,80,18,8,51,62,34,2,1
E33035054,344,0,0,7,0,1,19,9,8,26,29,4,3,30,25,15,86,42,40,0,0
E33035055,572,0,0,7,1,0,21,37,14,57,21,8,4,25,43,21,40,227,46,0,0
E33035056,1407,1,0,37,0,0,48,113,42,53,191,29,10,207,159,118,45,45,153,2,154
E33035057,318,0,0,5,0,0,18,31,3,13,50,5,26,32,24,18,11,23,57,2,0
E33035058,279,2,0,1,0,0,18,15,16,15,4,6,1,10,14,12,68,84,11,2,0
E33035059,575,0,0,9,0,0,14,20,13,10,247,11,13,98,15,11,29,61,24,0,0
E33035060,327,11,1,3,0,0,12,27,9,6,46,5,2,42,27,4,28,49,54,1,0
E33035061,2484,0,1,6,4,37,37,126,17,83,61,62,5,175,103,138,149,1255,223,0,2
E33035062,719,0,0,5,0,0,14,4,3,23,56,6,2,20,11,483,15,43,33,1,0
E33035063,334,0,0,4,0,1,5,22,21,64,43,1,24,27,12,11,53,17,24,5,0
E33035064,728,0,0,8,0,1,27,20,7,61,51,14,41,85,12,61,58,67,213,1,1
E33035065,716,0,0,14,5,6,14,54,12,226,34,11,14,128,38,73,12,28,45,1,1
E33035066,929,0,4,12,0,4,46,37,26,38,44,17,30,110,25,305,30,166,32,1,2
E33035067,314,0,0,4,0,1,10,16,5,9,4,2,4,81,14,7,139,5,11,1,1
E33035068,373,0,9,15,0,2,28,70,7,22,37,2,2,41,54,6,13,40,24,0,1
E33035069,375,1,0,8,0,0,18,40,9,57,26,6,6,23,22,9,99,11,35,3,2
E33035070,406,0,0,3,0,0,10,15,12,22,191,6,6,5,15,1,105,8,7,0,0
E33035071,1104,0,0,46,1,4,73,29,22,66,114,7,40,94,67,42,251,212,35,1,0
E33035072,507,2,0,35,1,2,89,79,8,15,4,4,5,20,176,21,6,12,27,1,0
E33035073,1204,0,1,10,0,1,44,123,20,37,257,6,24,161,114,27,24,257,95,1,2
E33035074,321,0,0,6,1,4,15,39,5,48,20,2,8,25,21,6,40,22,56,3,0
E33035075,395,0,0,4,1,0,55,29,12,32,23,11,12,34,29,7,19,41,83,3,0
E33035076,548,0,0,4,0,1,14,40,2,34,32,9,20,41,31,217,8,28,58,8,1
E33035077,526,0,0,13,1,1,47,17,19,19,87,7,8,51,38,22,63,84,43,6,0
E33035078,468,0,0,8,2,0,25,46,60,39,23,13,31,49,34,12,42,50,31,3,0
E33035079,337,0,1,11,0,0,25,18,81,47,13,11,4,24,35,10,15,20,19,3,0
E33035080,298,1,1,7,0,1,23,15,4,16,28,8,3,38,18,4,73,12,43,3,0
E33035081,685,0,0,9,0,0,80,58,26,87,24,9,9,46,77,9,83,116,48,4,0
E33035082,351,1,0,6,0,1,29,42,22,15,22,9,18,58,23,14,14,31,41,5,0
E33035083,752,0,0,16,1,0,46,38,21,54,46,12,11,54,71,66,82,164,68,2,0
E33035084,270,0,0,2,1,0,11,17,6,19,10,4,2,16,16,3,121,16,24,1,1
E33035085,539,1,0,15,0,16,58,50,21,53,26,8,9,23,123,26,14,63,29,3,1
E33035086,325,0,0,10,0,1,27,50,19,42,2,2,4,15,36,7,18,47,44,1,0
E33035087,581,7,0,1,1,1,16,21,9,16,10,3,8,8,55,246,110,53,14,1,1
E33035088,407,6,0,5,2,1,44,94,21,15,18,8,3,14,47,39,20,47,21,2,0
E33035089,769,0,0,14,1,0,57,96,390,23,17,23,5,23,40,7,20,21,27,5,0
E33035090,487,0,0,6,2,0,28,29,18,24,26,8,8,30,50,47,79,65,64,3,0
E33035091,529,0,0,7,0,6,48,62,12,53,17,6,9,23,80,20,96,53,37,0,0
E33035092,361,1,0,23,2,2,29,38,7,16,12,5,10,20,26,6,13,129,17,4,1
E33035093,293,1,0,1,0,1,81,19,5,50,8,1,6,6,72,3,8,15,15,0,1
E33035094,327,1,0,2,0,0,22,18,9,33,10,3,11,23,38,5,78,50,23,1,0
E33035095,304,1,0,3,1,0,30,29,19,13,18,10,34,19,20,7,19,51,30,0,0
E33035096,291,0,0,14,0,0,24,34,2,52,7,2,20,21,14,5,15,48,33,0,0
E33035097,373,1,0,7,1,0,19,27,26,29,17,5,0,31,23,5,137,22,22,1,0
E33035098,607,0,0,3,0,0,21,14,4,16,17,9,0,11,13,16,6,461,16,0,0
E33035099,380,0,0,7,1,0,29,39,12,45,26,9,4,41,36,16,31,51,33,0,0
E33035100,274,0,0,2,1,0,23,21,7,9,22,2,2,7,31,57,35,36,19,0,0
E33035101,286,1,0,3,0,1,17,17,20,16,31,1,15,20,36,4,43,37,23,1,0
E33035102,405,0,0,1,0,0,26,42,3,33,10,5,22,11,47,21,48,97,37,2,0
E33035103,507,0,0,15,0,2,41,60,16,17,20,7,8,26,51,16,47,159,22,0,0
E33035104,339,0,0,0,0,1,35,18,43,15,23,6,4,7,79,7,8,71,20,1,1
E33035105,434,0,0,7,1,1,31,44,2,22,55,14,5,95,33,4,35,45,38,2,0
E33035106,297,0,0,19,0,0,30,45,15,10,23,10,1,31,29,7,12,29,29,7,0
E33035107,281,0,0,15,1,2,26,22,5,12,18,9,0,15,25,8,9,57,54,3,0
E33035108,421,0,1,3,0,0,19,81,4,13,42,6,9,37,116,34,23,20,12,1,0
E33035109,418,3,1,15,0,3,46,61,28,22,25,12,5,48,37,14,18,30,43,7,0
E33035110,285,0,0,3,1,1,10,24,15,7,56,4,0,44,10,2,74,22,11,1,0
E33035111,450,0,0,3,0,0,131,32,5,51,20,18,11,47,7,64,14,25,21,1,0
E33035112,318,0,0,3,0,0,4,18,56,8,52,34,1,34,7,1,82,6,11,1,0
E33035113,307,0,0,6,1,0,22,24,6,12,28,19,16,37,31,3,44,34,22,2,0
E33035114,374,0,0,16,2,0,16,59,13,44,50,8,4,71,34,6,11,21,18,1,0
E33035115,636,0,0,4,1,0,13,26,15,29,285,18,27,47,18,85,27,14,24,3,0
E33035116,336,0,0,5,0,1,35,9,1,10,22,10,5,25,8,5,16,136,46,2,0
E33035117,320,1,0,21,1,0,42,68,10,15,13,9,3,37,25,0,19,44,12,0,0
E33035118,485,0,0,4,0,0,15,23,1,37,7,5,4,29,20,12,126,183,18,1,0
E33035119,364,0,1,9,0,2,25,14,4,10,41,16,11,55,16,12,26,78,35,9,0
E33035120,520,0,0,39,2,8,52,104,76,29,7,3,4,18,18,9,119,27,5,0,0
E33035121,292,0,0,39,0,2,15,36,7,14,13,1,2,26,24,30,11,39,31,2,0
E33035122,489,1,0,4,0,1,35,57,10,21,29,8,9,81,31,1,100,61,37,3,0
E33035123,305,0,0,3,0,0,22,25,2,14,17,2,2,51,30,7,49,28,52,1,0
E33035124,615,1,1,34,0,1,44,87,14,43,24,16,9,52,53,4,91,40,101,0,0
E33035125,263,0,0,2,0,0,12,82,3,9,14,13,9,29,14,1,7,37,30,1,0
E33035126,464,0,0,15,1,2,38,45,17,43,40,16,15,66,30,10,37,24,62,3,0
E33035127,320,0,0,13,0,0,5,57,3,22,67,8,13,49,13,10,2,37,21,0,0
E33035128,483,0,0,14,0,1,22,45,11,38,60,5,7,63,36,15,89,47,29,1,0
E33035129,465,0,0,11,1,0,21,44,41,27,39,40,22,69,20,13,19,60,36,2,0
E33035130,508,0,0,13,1,10,34,45,32,46,40,5,10,49,45,14,87,35,39,2,1
E33035131,310,0,0,3,0,1,8,165,10,9,15,4,5,11,44,4,12,8,9,2,0
E33035132,556,0,0,13,1,2,19,71,16,28,57,14,14,88,55,16,45,69,42,6,0
E33035133,514,0,0,1,1,0,24,13,3,5,11,13,5,19,25,307,63,10,12,2,0
E33035134,539,1,0,4,2,0,7,240,0,30,22,34,9,38,5,10,34,75,28,0,0
E33035135,513,0,0,5,0,0,10,225,20,111,9,53,7,18,7,9,1,29,8,1,0
E33035136,331,0,0,3,0,0,16,13,3,9,13,9,98,24,16,4,53,54,14,2,0
E33035137,249,0,0,6,0,0,7,101,6,9,19,9,5,26,5,1,8,23,21,3,0
E33035138,325,0,0,4,0,0,21,18,5,12,23,16,8,27,19,5,31,111,25,0,0
E33035139,402,1,0,5,0,0,43,27,5,86,18,17,27,52,17,8,9,14,73,0,0
E33035140,284,0,0,6,0,0,12,23,4,10,36,7,0,38,14,3,114,10,7,0,0
E33035141,479,0,0,11,3,2,42,67,51,57,31,6,10,57,20,5,26,29,56,5,1
E33035142,560,1,0,23,0,13,28,54,17,37,48,14,5,74,26,15,108,46,51,0,0
E33035143,460,0,1,10,1,1,26,23,6,32,130,5,16,53,20,6,32,30,65,3,0
E33035144,379,0,0,13,1,67,33,23,15,19,18,4,12,26,44,29,23,28,24,0,0
E33035145,392,0,0,9,0,2,17,19,8,17,55,5,0,34,40,11,82,47,41,5,0
E33035146,259,0,0,4,0,0,8,19,1,30,9,11,19,25,8,0,72,23,24,6,0
E33035147,281,2,1,7,1,0,16,14,1,4,23,23,8,53,18,2,20,16,49,23,0
E33035148,279,0,0,3,0,0,12,15,3,10,11,17,4,32,8,5,28,106,18,7,0
E33035149,380,1,1,4,0,0,14,73,2,38,31,23,10,49,14,5,21,52,34,8,0
E33035150,658,0,1,8,0,0,37,122,18,94,27,25,38,52,84,14,59,41,36,2,0
E33035151,633,0,0,4,1,6,17,11,13,23,9,5,4,11,298,6,173,16,32,4,0
E33035152,352,0,0,5,1,0,29,19,9,15,44,6,4,34,23,6,85,37,34,1,0
E33035153,438,0,0,12,1,0,36,31,10,35,48,23,4,57,23,10,51,32,57,8,0
E33035154,329,0,0,17,0,19,19,32,44,22,11,3,14,28,4,6,7,69,32,2,0
E33035155,467,0,0,9,1,0,27,24,6,48,44,5,10,39,24,41,128,20,41,0,0
E33035156,294,0,0,4,1,0,20,37,5,27,30,3,1,21,12,8,22,64,38,1,0
E33035157,320,0,1,7,1,1,32,29,13,15,26,4,5,40,20,10,12,74,28,2,0
E33035158,1218,0,0,28,3,13,72,103,61,52,37,9,18,33,63,520,57,102,44,2,1
E33035159,378,1,0,7,0,0,22,88,19,36,12,9,2,29,49,8,16,34,44,1,1
E33035160,394,0,0,5,0,0,33,31,7,19,24,9,10,27,30,14,105,38,42,0,0
E33035161,435,0,0,14,1,2,44,60,7,46,21,7,3,43,21,3,84,47,30,2,0
E33035162,1116,1,0,23,1,2,158,59,55,82,67,13,58,72,167,29,146,94,79,9,1
E33035163,336,1,0,4,0,0,19,12,3,24,18,2,5,17,18,6,152,32,21,2,0
E33035164,338,0,0,6,1,0,25,14,10,9,28,7,2,38,17,7,113,38,21,2,0
E33035165,362,0,1,8,0,0,27,31,9,17,31,11,51,41,11,64,12,18,20,9,1
E33035166,520,0,0,10,0,0,27,43,6,9,34,7,17,45,138,6,102,37,34,5,0
E33035167,277,0,0,17,1,0,38,60,6,10,27,16,7,17,14,6,25,10,20,3,0
E33035168,333,0,0,4,1,3,23,34,18,22,11,11,6,20,36,9,85,30,20,0,0
E33035169,303,0,0,2,0,2,32,7,12,6,6,4,6,12,18,2,61,120,12,1,0
E33035170,305,0,0,6,1,0,26,81,10,12,17,5,5,17,42,8,24,32,19,0,0
E33035171,409,0,0,2,0,1,29,24,18,21,23,6,12,18,48,19,121,27,39,1,0
E33035172,314,0,0,11,1,0,15,11,3,5,21,3,8,43,11,7,90,48,31,6,0
E33035173,260,0,0,1,0,0,21,46,8,22,5,8,8,16,12,1,29,62,20,1,0
E33035174,493,0,0,6,0,1,46,40,17,15,25,6,6,36,19,4,168,67,35,2,0
E33035175,385,0,0,5,1,6,10,10,6,21,18,6,8,25,25,7,141,24,29,3,40
E33035176,455,0,0,6,2,1,55,35,28,22,34,12,13,57,27,11,34,65,51,1,1
E33035177,574,0,0,7,1,2,27,22,260,30,20,7,1,24,34,7,50,69,12,1,0
E33035178,369,0,0,11,0,0,50,27,6,27,25,10,8,30,33,6,32,63,38,3,0
E33035179,322,0,0,11,0,0,33,10,6,13,52,20,5,61,26,3,26,23,29,4,0
E33035180,565,0,0,7,1,1,41,148,54,57,21,12,15,36,30,4,22,51,63,2,0
E33035181,520,0,0,23,0,0,57,44,19,26,64,14,13,58,53,15,35,36,61,1,1
E33035182,601,0,2,17,1,1,70,122,23,30,40,14,6,36,37,16,33,80,71,2,0
E33035183,592,0,1,6,2,0,59,23,11,32,24,6,3,31,30,4,295,38,26,1,0
E33035184,380,0,0,28,1,2,39,66,36,16,23,7,2,19,32,12,60,20,15,1,1
E33035185,383,0,0,11,1,0,23,20,7,19,26,3,7,26,19,9,19,119,67,6,1
E33035186,481,0,0,2,1,0,23,7,7,27,31,6,3,36,27,6,204,44,54,2,1
E33035187,516,0,0,49,1,0,35,80,6,30,35,9,5,80,33,2,30,72,47,2,0
E33035188,509,1,0,7,2,1,25,53,42,49,15,11,47,31,23,4,33,116,40,9,0
E33035189,582,0,0,9,0,1,23,168,10,30,11,28,22,28,17,67,23,103,40,2,0
E33035190,299,1,0,8,2,0,22,22,37,11,11,8,10,23,12,12,93,14,13,0,0
E33035191,283,0,0,7,0,2,26,13,4,6,15,10,8,19,16,4,59,64,30,0,0
E33035192,622,2,0,12,1,1,69,96,9,68,30,49,41,54,37,11,31,55,49,7,0
E33035193,570,0,0,10,0,0,35,49,13,64,111,27,24,33,44,10,8,57,85,0,0
E33035194,494,1,0,5,0,1,35,43,12,18,38,6,2,21,28,87,16,122,59,0,0
E33035195,418,0,0,8,0,1,53,46,3,43,34,27,6,40,37,8,25,42,45,0,0
E33035196,647,0,0,22,1,0,65,71,18,24,29,15,12,45,38,9,29,215,48,4,2
E33035197,531,0,1,9,2,2,48,20,11,20,32,5,13,37,29,6,212,49,28,7,0
E33035198,413,0,0,6,0,0,51,55,30,14,42,8,5,38,45,5,34,30,48,1,1
E33035199,298,0,0,7,0,0,47,55,13,14,13,2,3,24,25,8,40,29,17,1,0
E33035200,425,0,0,7,1,22,44,22,15,20,20,7,4,23,29,10,162,18,21,0,0
E33035201,384,0,0,4,0,0,19,10,15,13,10,6,3,11,26,6,141,98,19,3,0
E33035202,308,0,0,3,0,0,20,10,4,20,5,4,6,7,18,5,102,98,6,0,0
E33035203,327,1,1,4,0,0,41,16,5,12,11,8,4,28,14,6,123,16,34,3,0
E33035204,492,0,0,14,3,0,47,83,15,11,31,7,7,29,25,8,51,111,48,1,1
E33035205,768,0,0,12,1,0,46,96,41,39,37,11,20,63,72,45,38,185,58,3,1
E33035206,320,2,0,18,0,0,34,27,12,24,7,4,10,14,14,4,16,100,33,1,0
E33035207,540,0,1,9,0,0,67,34,12,21,15,9,66,27,42,158,16,25,34,3,1
E33035208,341,0,0,8,0,1,47,26,6,17,26,7,11,30,25,4,51,46,33,3,0
E33035209,364,0,0,13,3,2,57,20,15,15,17,6,20,19,41,12,14,79,24,7,0
E33035210,293,0,0,11,1,4,31,19,15,15,23,4,1,46,51,7,12,27,26,0,0
E33035211,350,0,0,7,3,0,49,25,8,6,28,6,4,26,33,61,26,32,33,3,0
E33035212,286,1,0,17,0,2,23,28,3,49,11,17,32,40,4,0,6,7,37,8,1
E33035213,574,0,0,23,4,0,80,108,16,55,28,14,8,43,43,13,27,59,48,5,0
E33035214,383,0,0,10,0,1,69,20,6,14,26,9,3,56,38,11,22,59,36,3,0
E33035215,379,0,0,9,1,0,59,51,16,31,14,8,9,32,28,4,22,59,34,2,0
E33035216,333,0,0,8,0,2,60,40,8,21,13,4,11,26,59,6,18,21,34,2,0
E33035217,397,0,1,2,1,0,55,33,9,21,33,14,4,27,34,12,58,59,32,2,0
E33035218,395,0,0,2,2,3,90,48,3,10,15,7,5,22,57,7,15,81,24,4,0
E33035219,492,0,0,7,3,2,109,63,23,26,22,7,6,25,52,13,88,20,20,6,0
E33035220,327,0,1,7,0,1,65,37,11,15,10,2,1,20,30,5,85,18,17,2,0
E33036879,295,1,2,5,0,0,5,12,40,10,9,5,1,7,27,27,32,66,46,0,0
E33036880,1098,0,0,6,0,0,8,39,4,72,10,7,6,18,17,681,17,42,168,3,0
E33036881,392,0,1,7,0,5,12,23,4,18,35,5,3,67,69,7,66,19,48,2,1
E33036882,472,0,0,2,0,0,15,12,66,13,20,8,8,26,11,4,17,213,54,2,1
E33036883,281,0,0,8,0,0,14,32,20,15,72,7,2,20,18,8,33,20,12,0,0
E33036884,1075,1,0,8,0,4,56,30,12,43,25,12,13,81,61,11,650,42,25,1,0
E33036885,2488,2,487,171,101,0,34,445,83,84,171,40,14,615,103,19,27,57,33,1,1
E33036886,2069,0,0,13,14,1,60,78,9,32,17,5,3,32,13,79,12,1639,59,3,0
E33036887,992,0,0,8,11,0,14,84,4,289,137,3,22,66,71,13,7,30,232,1,0
E33036888,273,0,1,1,0,0,9,10,22,57,4,8,1,8,12,0,14,10,116,0,0
E33030402,644,2,0,4,0,0,20,159,26,140,24,29,72,75,19,3,9,16,46,0,0
E33030403,206,0,0,2,0,0,7,7,3,135,1,2,3,6,2,2,4,9,22,1,0
E33030404,1134,0,0,5,0,0,7,6,4,12,10,7,1,18,13,892,19,118,21,0,1
E33030405,266,0,0,1,0,0,8,11,3,15,66,3,1,30,23,2,64,11,28,0,0
E33030406,559,0,0,3,1,2,16,84,40,8,1,3,0,2,10,347,11,18,13,0,0
E33030407,261,0,0,3,1,1,6,47,8,9,4,4,5,5,23,36,11,84,14,0,0
E33030408,173,0,0,3,0,0,7,75,4,7,3,10,1,2,17,2,2,39,0,1,0
E33030409,306,0,0,2,0,1,2,77,9,35,4,58,4,21,57,6,4,15,10,1,0
E33030410,234,0,0,3,0,0,6,45,30,63,7,1,7,6,22,4,7,13,20,0,0
E33030411,620,0,1,113,17,131,72,89,89,14,11,4,1,15,32,2,11,8,10,0,0
E33030412,260,0,0,7,0,16,11,45,10,19,3,0,1,6,6,3,6,17,110,0,0
E33030413,2649,1,0,20,1,15,107,79,71,32,28,24,41,98,82,1248,175,527,98,2,0
E33030414,243,0,0,3,1,1,7,25,9,36,0,25,25,33,12,21,2,28,15,0,0
