WZ_CD,Emp_2011,Empl_SIC_A,Empl_SIC_B,Empl_SIC_C,Empl_SIC_D,Empl_SIC_E,Empl_SIC_F,Empl_SIC_G,Empl_SIC_H,Empl_SIC_I,Empl_SIC_J,Empl_SIC_K,Empl_SIC_L,Empl_SIC_M,Empl_SIC_N,Empl_SIC_O,Empl_SIC_P,Empl_SIC_Q,Empl_SIC_RS,Empl_SIC_T,Empl_SIC_U
E33030282,209,0,0,0,0,0,10,31,0,18,4,72,9,11,3,0,6,17,25,3,0
E33030283,331,0,0,4,0,0,9,73,5,7,17,122,29,15,8,2,5,3,29,2,1
E33030284,219,0,0,5,1,0,12,18,3,3,1,102,13,17,8,2,5,23,5,1,0
E33030285,282,0,0,4,0,0,2,25,1,81,6,15,15,66,7,0,39,14,4,2,1
E33030286,352,0,0,8,0,0,34,8,5,62,30,22,40,69,47,3,2,7,14,1,0
E33030287,283,1,0,4,0,1,10,7,0,52,17,5,6,15,30,26,43,19,29,15,3
E33030288,474,0,1,7,0,0,20,141,4,8,57,3,0,49,18,22,46,48,47,3,0
E33030289,1510,1,1,13,0,0,14,589,11,15,650,76,2,79,17,5,16,10,11,0,0
E33030290,332,1,0,1,2,0,2,93,2,36,4,30,77,17,9,1,10,18,28,1,0
E33030291,410,0,0,1,0,0,2,13,1,18,5,8,5,7,5,239,10,78,16,2,0
E33030292,331,0,0,1,0,1,6,153,0,60,9,0,5,46,3,1,21,8,13,4,0
E33030293,263,0,0,8,0,0,8,85,0,29,20,4,20,62,7,3,1,0,8,8,0
E33030294,395,0,0,6,1,0,4,171,7,14,15,11,16,29,23,2,32,16,46,0,2
E33030295,219,0,0,7,0,0,2,6,1,10,3,4,1,4,10,5,121,27,13,4,1
E33030296,311,0,0,1,0,0,10,19,4,20,3,9,2,132,66,0,29,5,8,1,2
E33030297,2879,1,0,64,1,0,18,317,23,70,1888,15,7,233,61,8,11,18,143,0,1
E33030298,484,0,0,3,0,8,1,250,0,36,5,3,3,127,4,2,3,7,26,0,6
E33030299,1866,0,0,11,1,2,11,351,26,207,650,15,82,57,78,21,8,94,251,0,1
E33030300,508,0,0,10,0,0,10,46,140,36,18,96,12,30,15,20,34,21,12,5,3
E33030301,274,0,0,1,0,0,3,17,3,84,61,8,6,18,7,3,3,8,42,1,9
E33030302,261,1,0,4,0,0,8,98,3,39,11,1,5,17,5,6,12,25,25,1,0
E33030303,492,0,0,1,0,0,28,26,8,16,17,46,51,14,9,62,0,7,206,1,0
E33030304,797,2,51,11,5,0,30,335,2,68,8,39,8,66,24,5,8,59,73,3,0
E33030305,347,0,0,0,0,0,4,12,0,2,6,11,4,36,13,30,130,51,48,0,0
E33030306,1378,0,0,10,0,0,18,39,7,33,126,10,10,115,89,37,17,827,37,2,1
E33030307,1552,0,0,11,0,0,19,41,9,47,11,20,12,47,17,19,26,1261,8,2,2
E33030308,2300,0,1,13,1,0,7,85,13,48,16,19,8,48,37,25,107,1848,22,1,1
E33030309,257,0,0,0,1,1,1,5,0,2,2,3,4,40,4,75,39,67,7,5,1
E33030310,490,0,0,5,0,0,4,262,1,39,81,10,1,36,11,2,4,22,10,1,1
E33030311,536,0,0,3,0,0,10,42,4,62,6,12,11,274,15,4,9,43,26,15,0
E33030312,260,0,0,4,0,0,1,62,4,6,6,22,8,94,6,5,3,12,27,0,0
E33030313,279,1,0,3,0,0,16,25,5,28,9,28,18,36,13,3,47,17,8,22,0
E33030314,351,0,0,1,0,0,8,5,1,7,10,6,3,31,9,12,12,236,7,3,0
E33030315,3601,2,0,13,0,1,28,61,9,73,30,20,6,94,57,56,97,3033,20,0,1
E33031881,231,0,0,8,0,2,7,13,12,15,34,1,2,23,6,0,60,4,44,0,0
E33034792,489,0,1,12,0,1,18,65,7,55,34,7,5,70,19,6,82,54,49,4,0
E33034793,1016,0,0,28,1,0,71,63,19,21,97,20,227,114,47,101,74,86,44,2,1
E33034794,882,0,0,24,0,2,24,61,194,19,114,41,9,201,60,7,24,50,48,2,2
E33034795,297,0,0,6,2,0,10,16,5,25,3,0,2,7,6,19,96,83,14,0,3
E33034796,193,0,0,5,1,1,12,56,4,15,11,2,3,15,11,5,9,24,16,3,0
E33034797,267,0,0,2,1,0,29,11,6,15,17,6,43,12,16,1,57,22,24,3,2
E33034798,395,0,0,13,0,1,12,27,14,20,15,9,4,34,24,5,144,49,21,2,1
E33034799,650,0,0,7,2,0,31,22,7,29,18,2,14,34,16,5,277,148,38,0,0
E33034800,600,2,1,28,2,1,49,60,20,21,85,15,24,114,40,8,21,62,43,4,0
E33034801,233,2,1,5,0,2,25,15,17,7,11,9,2,16,8,4,50,25,33,1,0
E33034802,293,1,0,8,0,0,14,22,3,14,34,6,8,42,15,7,19,52,40,8,0
E33034803,438,1,0,11,0,0,38,61,27,9,19,5,5,54,21,7,81,33,66,0,0
E33034804,250,0,0,6,1,0,10,61,26,19,25,6,7,15,10,4,9,33,15,3,0
E33034805,374,0,0,3,0,0,12,14,5,13,187,3,4,62,3,7,8,28,20,5,0
E33034806,259,0,0,10,0,0,4,58,4,9,9,5,3,38,11,0,43,35,29,0,1
E33034807,282,0,0,7,2,0,25,21,5,12,31,10,10,50,18,0,19,34,32,6,0
E33034808,262,0,0,19,0,0,10,11,0,4,23,5,2,25,5,4,100,19,29,5,1
E33034809,521,0,0,18,0,0,16,78,13,18,35,8,7,107,163,4,10,16,23,4,1
E33034810,310,0,0,11,0,0,25,24,7,25,66,11,5,35,15,2,13,49,19,3,0
E33034811,282,2,0,10,0,4,13,54,13,22,28,7,6,31,12,7,13,20,38,1,1
E33034812,512,0,0,10,0,0,19,198,5,70,14,17,36,27,6,9,60,19,21,1,0
E33034813,327,0,0,18,1,0,10,67,6,21,24,13,15,76,8,2,23,17,25,1,0
E33034814,432,0,0,4,1,0,8,49,5,22,105,6,43,28,6,2,82,27,38,6,0
E33034815,285,2,0,12,3,0,21,24,10,20,45,4,6,23,14,38,12,19,28,3,1
E33034816,258,1,0,4,0,1,18,35,5,50,22,9,3,29,12,5,19,7,37,1,0
E33034817,408,3,0,13,0,0,9,184,3,27,44,8,4,40,13,5,4,7,39,5,0
E33034818,327,1,0,20,0,0,15,45,8,64,21,13,3,66,7,1,10,17,34,2,0
E33034819,718,1,0,8,0,0,7,76,4,43,65,2,4,36,14,58,40,299,60,1,0
E33034820,374,0,0,3,1,0,12,45,2,49,28,4,7,17,11,9,42,117,24,3,0
E33034821,466,1,1,6,1,1,10,68,7,19,36,38,9,60,18,33,50,63,42,3,0
E33034822,349,0,0,3,1,2,15,20,10,13,12,9,6,25,16,33,131,23,28,2,0
E33034823,269,0,0,2,1,0,5,12,6,6,45,6,17,58,7,0,59,22,22,1,0
E33034824,366,1,0,8,0,0,31,43,34,18,42,8,7,27,19,4,25,58,35,3,3
E33034825,309,1,0,4,0,0,12,19,9,9,10,9,5,54,12,9,21,82,50,3,0
E33034826,277,2,0,5,0,0,2,9,3,17,19,45,6,38,28,2,15,33,33,19,1
E33034827,314,0,0,5,4,2,1,39,1,22,34,9,33,22,12,0,80,25,18,7,0
E33034828,239,0,1,2,1,0,7,15,6,38,17,13,27,22,12,1,6,24,47,0,0
E33034829,480,1,0,8,0,0,7,219,23,36,16,35,5,26,25,0,7,32,40,0,0
E33034830,302,0,0,4,0,0,3,18,4,25,16,11,8,29,17,3,124,17,20,3,0
E33034831,349,0,0,11,2,0,8,60,2,26,15,12,8,57,12,3,10,41,74,8,0
E33034832,305,0,0,12,0,0,8,97,0,37,15,13,18,30,7,0,6,13,40,8,1
E33034833,243,0,2,5,0,0,10,32,4,11,23,9,5,41,6,3,22,37,32,1,0
E33034834,329,0,0,13,2,1,14,40,29,34,12,16,14,40,12,6,13,35,29,19,0
E33034835,614,0,0,7,0,0,3,227,3,166,35,24,15,31,16,1,18,14,52,2,0
E33034836,475,2,0,8,0,0,24,29,6,18,72,30,23,78,21,3,68,43,38,11,1
E33034837,354,0,0,7,0,0,11,61,4,38,14,17,31,48,14,3,18,40,35,13,0
E33034838,320,1,1,17,0,0,20,19,6,7,43,20,4,51,6,9,15,51,38,12,0
E33034839,334,0,0,11,0,0,13,87,0,53,12,17,30,44,6,1,6,11,36,6,1
E33034840,380,0,0,3,0,1,18,35,3,59,17,21,10,74,26,4,28,28,49,4,0
E33034841,263,1,0,4,0,1,21,25,9,15,14,14,9,26,12,2,25,18,44,22,1
E33034842,293,1,0,6,0,0,8,30,3,10,45,24,2,64,11,2,16,18,33,20,0
E33034843,269,0,0,7,0,1,25,32,8,6,13,25,30,42,16,3,13,10,22,16,0
E33034844,493,1,1,12,0,0,8,64,3,69,72,39,36,84,27,8,10,20,30,5,4
E33034845,470,0,0,15,0,0,17,90,1,18,23,24,14,61,40,16,23,39,72,16,1
E33034846,595,0,0,17,0,1,18,129,1,88,39,18,80,62,15,4,39,20,22,3,39
E33034847,269,0,0,3,0,0,16,14,2,11,16,17,5,14,28,22,8,21,66,24,2
E33034848,357,2,0,5,0,0,8,35,17,30,56,41,14,80,18,2,14,9,25,1,0
E33034849,280,0,0,5,0,1,10,49,5,15,12,27,36,49,17,3,7,18,15,7,4
E33034850,262,0,0,5,0,0,6,29,1,19,17,12,7,53,14,3,6,10,18,15,47
E33034851,303,1,0,3,0,0,11,9,3,15,16,7,10,13,8,1,122,17,38,26,3
E33034852,247,0,0,5,0,1,19,8,3,13,15,31,12,45,17,8,16,21,17,15,1
E33034853,376,0,0,4,0,1,21,20,24,35,29,21,13,63,15,8,36,52,24,4,6
E33034854,366,0,0,4,0,0,14,17,3,26,20,24,5,46,20,5,24,29,34,19,76
E33034855,306,0,1,5,3,0,28,11,4,12,36,24,20,42,14,5,10,22,35,27,7
E33034856,426,0,0,4,2,2,11,10,7,160,22,12,5,106,17,3,11,26,20,6,2
E33034857,314,1,0,11,1,1,21,21,9,6,12,24,30,41,15,3,12,27,41,36,2
E33034858,297,0,0,2,0,0,8,6,2,6,16,10,3,18,5,1,196,6,14,3,1
E33034859,812,3,1,6,0,0,17,72,14,102,235,20,32,91,35,9,17,14,130,12,2
E33034860,457,0,0,4,0,0,17,23,20,180,20,34,14,40,14,3,16,15,35,10,12
E33034861,298,0,0,7,1,0,2,34,1,13,82,13,11,38,8,1,16,20,36,14,1
E33034862,280,0,0,1,1,0,7,12,2,67,5,13,49,16,11,0,6,7,80,3,0
E33034863,250,0,0,1,0,0,8,24,6,70,8,18,15,27,8,2,10,7,15,13,18
E33034864,385,0,0,8,1,0,14,12,5,27,18,15,19,29,8,25,11,4,24,14,151
E33034865,565,2,3,1,0,0,21,22,4,64,8,36,14,105,54,8,111,10,31,12,59
E33034866,290,0,1,6,0,0,3,39,9,56,13,23,22,29,16,1,9,23,25,15,0
E33034867,316,0,0,13,1,1,14,32,7,44,9,15,6,52,27,9,19,4,29,2,32
E33034868,250,0,0,4,0,0,8,24,3,14,8,15,8,58,9,2,46,23,9,15,4
E33034869,328,0,1,6,0,0,13,13,3,82,12,16,21,22,12,10,55,10,11,11,30
E33034870,250,0,1,4,0,0,12,13,5,43,40,14,23,36,11,3,9,13,14,8,1
E33034871,466,0,3,6,0,2,6,21,1,4,9,17,13,28,13,288,10,13,10,22,0
E33034872,343,0,0,13,0,14,35,13,20,17,5,9,7,33,17,110,10,13,21,5,1
E33034873,452,0,0,3,0,0,10,98,4,18,21,18,9,23,173,1,24,29,15,4,2
E33034874,377,1,1,6,0,0,6,56,1,20,23,30,31,42,20,7,26,90,12,3,2
E33034875,344,1,0,4,0,0,3,27,3,38,16,18,13,44,103,0,4,55,7,8,0
E33034876,278,0,2,0,0,1,15,27,4,23,11,23,13,47,20,3,7,28,37,11,6
E33034877,540,0,0,4,0,0,3,173,8,26,24,22,9,15,193,2,2,20,33,5,1
E33034878,340,2,3,6,2,0,13,17,2,51,15,53,22,40,27,4,5,22,21,28,7
E33034879,230,0,1,6,0,0,5,22,4,27,8,21,20,19,11,0,3,16,52,15,0
E33034880,268,0,1,6,1,0,10,50,5,99,10,16,11,17,10,4,5,3,8,12,0
E33034881,376,0,1,0,0,3,22,51,0,83,11,22,71,18,23,3,3,18,14,8,25
E33034882,277,0,0,0,0,0,17,12,8,7,8,20,33,30,12,2,92,12,18,6,0
E33034883,439,1,1,14,0,0,13,61,7,68,24,16,49,80,10,6,14,11,42,21,1
E33034884,263,0,0,2,1,0,12,30,5,46,16,13,20,28,11,3,9,33,10,23,1
E33034885,324,1,1,8,0,0,10,60,2,81,13,10,31,32,12,1,2,19,30,11,0
E33034886,216,0,0,2,0,2,3,4,5,9,13,13,30,31,15,3,57,20,4,5,0
E33034887,233,0,0,1,0,0,13,23,2,42,4,14,9,36,8,21,7,24,21,3,5
E33034888,273,0,0,6,0,0,3,6,3,44,11,9,12,21,39,6,9,72,16,9,7
E33034889,362,0,0,6,0,0,24,32,9,95,16,15,19,52,21,6,7,26,26,7,1
E33034890,856,2,0,10,0,0,11,31,8,44,11,26,18,31,18,8,8,600,22,6,2
E33034891,279,0,1,4,0,2,11,16,2,15,14,35,14,33,13,4,59,16,16,9,15
E33034892,408,0,0,6,1,2,16,16,6,170,21,19,14,32,24,1,6,43,28,3,0
E33034893,463,0,1,7,0,0,29,25,9,58,32,67,29,54,13,9,55,43,27,4,1
E33034894,247,1,0,9,0,1,11,56,2,12,9,11,60,24,16,1,5,12,14,2,1
E33034895,674,0,0,9,0,0,40,53,290,46,8,25,26,24,26,7,13,52,41,14,0
E33034896,1374,0,0,18,1,2,13,135,14,118,229,60,103,506,28,3,4,15,124,0,1
E33034897,558,3,0,11,0,0,8,246,13,49,16,51,27,30,10,7,10,23,49,5,0
E33034898,249,0,0,2,0,0,3,10,6,8,4,9,20,15,8,2,123,14,17,6,2
E33034899,387,0,0,2,1,0,3,84,2,6,4,2,2,9,6,185,61,11,8,1,0
E33034900,433,0,0,17,0,0,6,71,12,62,16,44,43,39,16,7,9,7,74,10,0
E33034901,323,0,0,13,0,0,22,114,5,5,9,16,20,42,5,4,30,18,17,3,0
E33034902,311,0,0,5,0,0,4,46,2,49,8,11,9,16,12,5,8,18,73,12,33
E33034903,263,0,0,6,0,0,10,22,9,34,21,60,12,25,14,7,6,14,16,7,0
E33034904,366,0,0,6,0,0,13,18,8,142,22,21,7,40,22,3,26,19,17,1,1
E33034905,283,0,0,2,0,0,11,191,8,14,6,4,7,8,6,0,9,9,6,2,0
E33034906,330,0,0,5,0,4,10,25,64,28,35,13,5,37,18,4,11,54,11,3,3
E33034907,539,0,1,9,0,68,32,34,18,36,17,8,28,39,61,113,11,41,21,2,0
E33034908,461,0,2,11,0,2,22,47,72,76,23,26,16,56,28,0,27,15,28,8,2
E33034909,254,0,1,8,0,0,16,8,3,69,9,23,17,27,11,3,16,17,17,9,0
E33034910,204,2,0,4,0,1,0,64,10,20,7,12,6,22,8,0,6,14,13,15,0
E33034911,353,0,2,3,0,0,8,26,8,1,5,34,15,162,10,3,47,13,11,5,0
E33034912,292,0,0,2,0,1,7,17,3,38,15,18,8,65,11,2,72,14,17,2,0
E33034913,273,1,0,1,0,0,16,15,3,45,8,22,33,25,11,1,59,24,7,2,0
E33034914,455,0,0,9,0,0,12,176,7,82,9,18,4,16,68,1,5,8,28,11,1
E33034915,222,1,0,6,2,0,5,39,3,21,3,24,11,55,6,4,11,10,13,8,0
E33034916,250,0,0,5,0,0,6,23,7,76,5,18,31,24,17,1,5,13,19,0,0
E33034917,247,0,0,10,0,0,9,48,0,46,5,22,19,14,13,2,34,5,13,7,0
E33034918,388,1,0,2,0,0,9,27,1,33,15,28,3,11,24,1,187,33,10,3,0
E33034919,335,0,0,1,0,0,11,27,10,71,12,32,18,40,17,6,14,32,33,10,1
E33034920,298,0,0,10,0,0,8,15,4,38,9,21,4,30,17,3,79,10,18,31,1
E33034921,331,0,0,6,3,5,6,7,4,80,22,10,19,28,111,3,5,8,14,0,0
E33034922,265,0,0,3,3,0,10,18,5,12,31,7,12,49,8,6,20,44,29,7,1
E33034923,324,0,0,13,0,0,20,18,6,12,38,11,14,60,20,2,51,36,20,3,0
E33034924,430,0,0,4,0,0,15,96,18,80,21,24,11,35,12,1,12,51,48,1,1
E33034925,229,0,0,2,0,4,10,25,10,40,6,8,37,22,15,1,5,13,24,6,1
E33034926,271,0,18,1,1,0,5,9,3,5,6,19,7,26,2,3,146,13,3,4,0
E33034927,358,5,0,1,1,0,24,130,4,37,8,28,23,24,15,3,9,20,17,9,0
E33034928,760,0,1,4,0,1,8,240,7,57,23,10,17,307,25,4,7,12,24,13,0
E33034929,393,2,0,21,0,0,13,45,5,105,10,15,24,48,15,5,4,9,67,4,1
E33034930,544,5,0,6,0,0,25,49,12,23,20,28,5,30,30,32,13,230,25,11,0
E33034931,335,2,0,23,0,0,7,45,3,56,6,10,11,26,6,8,10,90,28,3,1
E33034932,240,2,0,3,0,0,20,14,6,13,12,25,19,35,15,4,8,14,28,21,1
E33034933,243,1,1,4,0,0,4,19,1,18,8,16,16,7,9,2,8,53,70,6,0
E33034934,215,0,1,2,0,0,4,21,3,11,12,15,7,47,3,1,51,10,17,9,1
E33034935,243,2,0,4,0,1,16,23,2,23,11,35,31,32,11,1,10,7,16,16,2
E33034936,347,3,0,5,0,1,10,58,6,42,46,19,22,41,17,2,15,19,28,13,0
E33034937,441,1,1,9,1,1,9,94,0,141,7,36,13,27,6,1,35,28,13,18,0
E33034938,260,0,0,12,8,0,14,60,14,15,21,8,11,21,10,1,13,13,37,2,0
E33034939,362,0,3,17,0,0,16,34,3,95,9,15,32,28,9,0,3,15,76,7,0
E33034940,251,3,0,3,0,0,11,34,2,30,11,19,13,20,7,3,38,16,22,18,1
E33034941,360,0,0,8,0,0,14,81,3,57,20,39,8,31,8,7,10,17,50,5,2
E33034942,472,0,0,3,0,0,21,103,15,65,56,25,18,97,7,5,6,15,25,11,0
E33034943,217,0,0,2,0,0,4,68,0,38,4,14,2,30,8,2,2,14,25,4,0
E33034944,266,0,0,8,0,1,10,22,44,12,10,7,16,23,16,1,17,49,20,5,5
E33034945,425,0,0,2,0,0,14,86,9,80,10,10,21,30,16,16,92,15,22,2,0
E33034946,414,0,0,10,0,0,13,36,1,22,45,27,40,46,18,3,16,33,84,20,0
E33034947,249,0,3,1,1,0,12,11,10,8,11,37,8,40,8,4,36,15,15,16,13
E33034948,400,0,1,11,4,1,31,57,6,27,29,25,16,60,17,5,29,19,56,6,0
E33034949,387,1,1,5,0,0,20,61,1,88,19,12,6,41,14,2,34,57,15,9,1
E33034950,270,1,1,7,0,0,8,25,5,30,15,18,27,57,8,3,8,17,31,9,0
E33034951,415,1,0,8,1,0,16,33,7,5,11,8,18,27,29,6,207,21,11,5,1
E33034952,352,1,0,8,2,0,18,44,4,42,24,17,5,60,21,3,24,23,45,11,0
E33034953,306,0,0,6,0,1,15,63,9,27,11,11,2,6,10,3,39,64,37,2,0
E33034954,312,0,0,9,3,0,18,23,19,19,21,10,6,38,35,8,36,22,38,7,0
E33034955,1001,0,0,47,3,0,94,187,11,57,99,46,41,225,31,6,78,13,55,5,3
E33030316,961,0,0,20,0,0,37,207,34,40,43,337,4,67,95,16,6,19,36,0,0
E33030317,630,0,0,5,0,1,5,15,8,7,11,8,2,15,13,176,68,276,20,0,0
E33030318,1113,0,0,14,1,5,47,30,14,36,43,73,12,60,653,14,49,33,29,0,0
E33030319,282,0,0,3,0,0,6,117,3,52,3,27,13,3,14,0,2,4,35,0,0
E33030320,375,0,0,21,0,0,2,101,4,5,87,4,3,13,84,33,3,4,11,0,0
E33030321,292,0,0,1,0,1,8,22,3,3,20,3,0,3,9,5,8,202,4,0,0
E33030322,357,0,0,4,0,0,10,111,96,15,102,0,0,4,5,3,0,1,5,1,0
E33030323,930,3,0,3,0,0,7,173,1,136,4,1,0,8,20,3,10,6,555,0,0
E33030324,312,0,0,6,0,1,6,19,1,16,1,1,0,5,5,3,168,8,71,0,1
E33030325,272,0,0,37,0,0,2,30,1,49,16,5,3,32,34,28,9,4,22,0,0
E33030326,401,0,0,2,0,1,7,173,1,66,1,51,1,39,3,0,3,5,47,1,0
E33030327,253,0,0,8,0,1,3,111,2,29,2,57,1,4,21,0,5,6,3,0,0
E33030328,309,0,0,1,0,1,9,2,0,3,6,256,1,5,2,1,6,7,8,0,1
E33030329,313,0,0,6,0,0,6,28,9,3,28,5,6,37,47,119,6,5,8,0,0
E33030330,1814,0,0,7,0,9,18,51,18,70,15,13,33,165,47,1130,64,155,17,2,0
E33030331,1535,0,2,5,0,8,35,16,23,94,53,19,6,104,62,943,61,83,21,0,0
E33030332,547,0,0,6,0,0,3,479,3,4,18,0,0,10,4,1,5,2,11,1,0
E33030333,595,0,0,10,0,0,7,47,12,29,3,4,42,8,33,291,34,62,13,0,0
E33030334,207,0,1,6,0,0,1,88,4,33,3,5,1,7,20,2,4,6,26,0,0
E33030335,605,0,0,4,0,0,0,487,2,26,0,18,3,14,13,6,9,13,10,0,0
E33030336,1086,0,0,4,0,3,7,936,4,37,1,4,1,8,33,3,9,8,28,0,0
E33030337,371,0,0,8,0,0,1,170,2,24,10,5,1,32,91,5,6,1,15,0,0
E33030338,234,0,0,6,0,0,3,65,2,29,6,22,4,14,34,1,4,9,35,0,0
E33030339,220,0,0,1,0,0,2,59,1,6,3,129,3,3,9,0,1,3,0,0,0
E33030340,2223,0,0,27,1,1,10,1803,11,128,20,11,12,45,39,6,11,13,85,0,0
E33030341,452,0,0,2,0,0,2,323,2,18,5,46,2,14,16,1,3,5,13,0,0
E33030342,262,0,0,2,0,0,3,46,3,4,8,1,3,4,178,0,2,3,5,0,0
E33030343,274,2,0,0,0,0,2,112,7,11,54,5,1,12,7,1,43,7,10,0,0
E33030344,768,1,1,5,0,1,14,25,6,20,296,11,2,116,242,3,5,5,15,0,0
E33030345,382,0,0,34,1,0,9,121,10,13,7,3,0,17,8,0,143,11,4,0,1
E33030346,400,0,0,3,0,0,6,210,3,10,4,18,47,42,7,1,10,10,29,0,0
E33030347,399,0,0,13,0,0,0,29,5,41,245,14,18,10,3,0,4,5,12,0,0
E33030348,408,0,0,3,3,0,4,145,6,61,10,8,25,60,9,4,2,23,45,0,0
E33030349,270,0,0,2,0,0,9,83,20,36,4,60,3,13,15,1,4,7,13,0,0
E33030350,269,0,0,3,0,0,1,91,11,45,5,3,27,58,8,1,3,8,4,1,0
E33030351,239,0,0,34,0,3,26,61,9,3,31,1,11,15,30,2,1,5,7,0,0
E33030352,294,0,0,15,0,12,47,107,34,2,14,5,0,12,20,2,5,5,13,0,1
E33030353,378,0,0,23,0,0,61,181,8,10,23,3,2,41,16,0,2,5,3,0,0
E33030354,815,0,0,73,0,2,9,536,72,5,26,5,0,28,18,3,2,24,12,0,0
E33030355,288,0,0,41,0,0,12,152,7,1,5,1,0,13,3,28,6,5,14,0,0
E33031851,782,0,0,2,0,0,8,7,2,6,105,11,2,12,20,9,578,17,3,0,0
E33031852,796,2,1,2,0,0,7,25,13,76,45,7,1,45,63,23,421,51,14,0,0
E33031853,379,0,0,5,0,0,2,66,1,87,4,2,6,89,14,14,5,5,79,0,0
E33031854,231,0,0,2,0,0,7,21,4,64,3,59,6,17,1,25,3,4,13,0,2
E33031855,211,0,1,6,0,2,8,77,3,5,3,1,1,4,5,3,70,7,15,0,0
E33034956,507,1,2,11,1,1,59,35,15,17,51,10,6,54,21,7,131,45,36,4,0
E33034957,415,0,0,12,4,1,40,26,8,5,59,17,4,55,31,9,37,66,37,4,0
E33034958,480,0,0,8,0,1,22,42,11,7,31,10,7,22,9,11,193,54,46,6,0
E33034959,717,0,0,4,0,2,27,74,11,19,17,8,33,50,162,8,17,232,47,6,0
E33034960,345,0,0,8,3,2,49,44,10,7,14,19,11,35,20,6,47,26,35,7,2
E33034961,789,1,0,12,2,2,23,22,6,32,9,8,7,27,16,5,564,17,23,12,1
E33034962,289,0,0,9,0,0,15,15,3,4,13,7,6,38,13,2,103,50,4,6,1
E33034963,306,0,0,4,0,0,12,13,1,16,7,4,8,17,6,5,157,16,36,4,0
E33034964,384,0,0,6,0,2,14,10,1,15,20,9,29,35,26,12,55,133,13,3,1
E33034965,468,0,0,12,1,0,39,32,19,66,43,7,9,46,39,12,51,41,48,3,0
E33034966,359,0,0,15,2,1,23,12,2,9,30,5,5,25,13,6,123,61,26,1,0
E33034967,3125,3,0,5,3,0,26,34,27,60,20,20,4,37,65,33,31,2729,26,2,0
E33034968,468,0,0,20,0,0,20,100,5,61,34,9,18,44,18,8,13,90,28,0,0
E33034969,379,0,0,5,1,0,20,28,3,11,21,10,3,36,15,9,69,128,15,4,1
E33034970,336,0,0,7,1,0,20,37,9,21,38,3,6,59,54,5,32,26,16,2,0
E33034971,270,0,0,5,0,1,16,8,4,7,16,8,1,26,14,7,110,30,15,2,0
E33034972,230,0,0,7,1,0,4,9,2,15,9,1,4,23,9,17,45,71,13,0,0
E33034973,449,0,2,29,0,1,17,80,21,35,48,11,29,65,35,5,17,9,44,1,0
E33034974,323,0,1,9,0,0,25,37,26,8,39,13,3,41,25,4,28,37,23,4,0
E33034975,264,0,2,6,4,0,13,13,8,19,19,10,2,60,20,8,23,36,19,2,0
E33034976,805,0,0,32,0,0,34,72,16,27,78,10,17,129,165,20,25,148,31,0,1
E33034977,270,1,0,4,0,0,29,45,0,23,28,4,3,35,12,13,11,37,20,5,0
E33034978,580,0,4,19,1,0,42,82,20,32,31,8,14,85,28,9,25,96,79,4,1
E33034979,570,0,1,4,1,0,13,88,6,77,14,11,13,26,12,2,178,34,89,1,0
E33034980,878,0,0,24,0,3,36,139,196,62,33,17,3,59,46,36,94,84,44,2,0
E33034981,396,0,0,7,0,0,12,150,2,7,101,6,2,23,42,4,7,9,24,0,0
E33034982,496,0,1,26,3,1,58,59,26,27,28,14,12,38,47,35,25,79,17,0,0
E33034983,1211,0,1,31,3,13,36,157,17,39,25,14,12,38,56,98,242,385,38,6,0
E33034984,361,0,2,10,0,0,51,56,8,14,28,6,14,24,26,11,38,53,19,1,0
E33034985,582,1,0,23,2,0,65,174,31,18,13,59,2,20,22,2,13,117,18,2,0
E33034986,396,0,0,28,0,3,63,64,10,17,15,3,3,14,42,8,67,39,17,3,0
E33034987,357,2,0,46,1,4,27,51,10,26,7,2,0,11,39,5,3,22,101,0,0
E33034988,392,1,0,6,0,0,22,159,11,5,22,30,17,21,36,5,13,12,31,0,1
E33034989,502,0,0,2,0,0,10,163,108,24,11,35,6,19,21,3,26,34,39,0,1
E33034990,808,0,1,13,0,0,53,26,8,27,35,9,36,168,74,7,27,184,137,3,0
E33034991,364,0,0,140,0,0,26,41,31,15,17,8,2,29,11,8,10,9,16,1,0
E33034992,474,0,0,15,0,0,38,141,19,5,35,5,3,31,24,15,43,76,24,0,0
E33034993,668,0,1,9,0,0,16,63,5,17,23,14,4,189,18,25,133,53,94,2,2
E33034994,272,0,1,9,1,0,16,39,3,5,12,27,4,29,45,0,52,22,5,2,0
E33034995,239,0,1,6,1,1,9,12,9,0,8,13,2,33,10,2,41,72,17,2,0
E33034996,317,0,1,21,0,1,38,17,8,4,30,2,0,26,14,9,94,32,19,1,0
E33034997,491,0,0,2,1,1,15,25,4,23,20,13,3,31,18,14,222,79,16,3,1
E33034998,517,3,0,11,1,4,82,97,32,7,34,6,10,32,45,5,48,48,50,2,0
E33034999,296,0,0,6,1,0,17,56,6,31,18,11,1,59,15,4,11,33,26,1,0
E33035000,1530,1,2,10,1,2,29,33,3,51,25,10,20,34,49,32,1111,62,51,2,2
E33035001,561,0,0,9,0,0,9,94,6,191,48,1,21,23,33,4,16,24,81,1,0
E33035002,395,0,0,9,0,0,20,41,11,18,22,7,9,83,19,15,108,13,19,1,0
E33035003,467,0,0,6,20,6,50,13,9,22,31,9,2,30,24,11,199,16,17,2,0
